Period start,Period end,Region ID,Region,Est. Total consumption (GWh),Est. Total demand (GWh),Est. proportion of regional demand,Est. proportion of national demand,Average consumption (kWh),Average daily consumption (kWh),5th percentile (kWh),25th percentile (kWh),50th percentile (kWh),75th percentile (kWh),95th percentile (kWh),Coverage %
01/01/2010,31/01/2010,CNI,Central North Island,177.005,189.329,27.355,5.932,487,15.7,119,279,430,624,1037,93.12
01/02/2010,28/02/2010,CNI,Central North Island,162.780,174.114,26.791,5.758,447,16.0,118,259,396,570,944,93.08
01/03/2010,31/03/2010,CNI,Central North Island,182.505,195.212,26.580,5.744,501,16.2,128,291,446,642,1060,93.11
01/04/2010,30/04/2010,CNI,Central North Island,188.663,201.800,28.522,6.196,518,17.3,127,299,462,668,1103,93.27
01/05/2010,31/05/2010,CNI,Central North Island,222.647,238.149,31.442,6.752,611,19.7,125,342,542,796,1336,93.18
01/06/2010,30/06/2010,CNI,Central North Island,248.123,265.399,35.186,7.261,680,22.7,120,370,596,890,1530,93.28
01/07/2010,31/07/2010,CNI,Central North Island,272.628,291.611,36.291,7.567,747,24.1,127,399,649,979,1697,93.25
01/08/2010,31/08/2010,CNI,Central North Island,271.548,290.455,36.494,7.693,744,24.0,125,394,640,968,1710,93.21
01/09/2010,30/09/2010,CNI,Central North Island,244.375,261.390,34.386,7.446,669,22.3,124,360,579,867,1511,93.22
01/10/2010,31/10/2010,CNI,Central North Island,219.639,234.932,31.127,6.781,601,19.4,120,329,524,777,1338,92.17
01/11/2010,30/11/2010,CNI,Central North Island,191.727,205.076,28.517,6.164,525,17.5,124,297,463,679,1147,83.78
01/12/2010,31/12/2010,CNI,Central North Island,178.200,190.608,26.896,5.746,487,15.7,115,276,430,629,1047,92.93
01/01/2011,31/01/2011,CNI,Central North Island,175.207,187.406,26.283,5.807,479,15.5,114,274,424,616,1025,93.21
01/02/2011,28/02/2011,CNI,Central North Island,161.725,172.985,26.182,5.694,442,15.8,110,254,391,566,938,92.81
01/03/2011,31/03/2011,CNI,Central North Island,181.225,193.843,26.725,5.857,495,16.0,122,288,441,636,1044,93.20
01/04/2011,30/04/2011,CNI,Central North Island,191.029,204.329,28.265,6.240,521,17.4,125,300,466,675,1107,93.23
01/05/2011,31/05/2011,CNI,Central North Island,217.936,233.110,31.087,6.663,595,19.2,126,335,527,775,1293,92.96
01/06/2011,30/06/2011,CNI,Central North Island,237.350,253.876,33.545,7.151,647,21.6,125,354,569,845,1446,85.72
01/07/2011,31/07/2011,CNI,Central North Island,265.914,284.429,34.983,7.417,725,23.4,138,394,632,946,1628,93.01
01/08/2011,31/08/2011,CNI,Central North Island,271.433,290.332,35.597,7.518,740,23.9,135,398,641,964,1676,93.18
01/09/2011,30/09/2011,CNI,Central North Island,236.902,253.396,33.198,7.168,646,21.5,127,356,564,835,1433,93.14
01/10/2011,31/10/2011,CNI,Central North Island,213.567,228.437,30.902,6.703,581,18.8,126,325,510,751,1271,93.23
01/11/2011,30/11/2011,CNI,Central North Island,186.100,199.058,28.353,6.110,506,16.9,119,287,447,652,1089,93.39
01/12/2011,31/12/2011,CNI,Central North Island,188.827,201.975,29.123,6.210,513,16.5,134,294,451,655,1096,93.38
01/01/2012,31/01/2012,CNI,Central North Island,178.270,190.683,27.861,5.930,493,15.9,136,292,441,631,1028,93.58
01/02/2012,29/02/2012,CNI,Central North Island,167.104,178.739,26.941,5.804,462,15.9,127,271,412,592,968,93.61
01/03/2012,31/03/2012,CNI,Central North Island,182.801,195.528,27.652,5.990,505,16.3,131,296,453,652,1058,93.69
01/04/2012,30/04/2012,CNI,Central North Island,187.583,200.643,28.240,6.297,518,17.3,131,301,465,671,1091,93.83
01/05/2012,31/05/2012,CNI,Central North Island,226.917,242.717,32.025,6.801,627,20.2,134,355,558,817,1354,93.89
01/06/2012,30/06/2012,CNI,Central North Island,253.844,271.518,35.248,7.480,701,23.4,139,384,613,916,1564,93.85
01/07/2012,31/07/2012,CNI,Central North Island,273.598,292.648,36.254,7.767,756,24.4,143,411,658,988,1694,93.88
01/08/2012,31/08/2012,CNI,Central North Island,255.136,272.901,34.151,7.438,704,22.7,133,385,616,918,1574,93.85
01/09/2012,30/09/2012,CNI,Central North Island,226.347,242.107,32.496,7.096,625,20.8,126,346,549,812,1375,93.52
01/10/2012,31/10/2012,CNI,Central North Island,213.120,227.958,30.649,6.693,588,19.0,129,329,519,763,1280,93.74
01/11/2012,30/11/2012,CNI,Central North Island,186.564,199.554,28.330,6.157,514,17.1,120,293,457,665,1101,93.70
01/12/2012,31/12/2012,CNI,Central North Island,184.259,197.088,28.605,6.050,507,16.4,134,292,447,651,1082,90.47
01/01/2013,31/01/2013,CNI,Central North Island,173.844,185.948,27.250,5.756,479,15.4,134,283,426,609,996,94.04
01/02/2013,28/02/2013,CNI,Central North Island,155.746,166.590,26.719,5.540,428,15.3,119,252,380,545,897,93.75
01/03/2013,31/03/2013,CNI,Central North Island,173.227,185.288,27.381,5.687,476,15.3,126,279,425,610,992,93.82
01/04/2013,30/04/2013,CNI,Central North Island,182.417,195.118,29.873,6.223,501,16.7,128,292,449,645,1047,93.82
01/05/2013,31/05/2013,CNI,Central North Island,217.385,232.521,33.214,6.706,596,19.2,130,341,531,774,1280,93.77
01/06/2013,30/06/2013,CNI,Central North Island,246.464,263.625,36.223,7.432,675,22.5,137,373,592,879,1496,93.57
01/07/2013,31/07/2013,CNI,Central North Island,264.844,283.285,37.025,7.684,725,23.4,141,396,633,944,1618,93.48
01/08/2013,31/08/2013,CNI,Central North Island,251.787,269.318,36.031,7.519,683,22.0,134,375,594,884,1522,92.74
01/09/2013,30/09/2013,CNI,Central North Island,225.184,240.863,33.990,7.067,610,20.3,126,339,535,789,1336,92.60
01/10/2013,31/10/2013,CNI,Central North Island,206.798,221.197,31.370,6.621,560,18.1,126,315,493,726,1213,92.59
01/11/2013,30/11/2013,CNI,Central North Island,181.793,194.450,29.053,5.992,492,16.4,116,280,436,636,1054,92.49
01/12/2013,31/12/2013,CNI,Central North Island,179.102,191.572,28.584,5.978,484,15.6,128,280,428,621,1024,91.66
01/01/2014,31/01/2014,CNI,Central North Island,186.671,199.668,29.628,6.195,504,16.3,133,289,439,636,1093,93.98
01/02/2014,28/02/2014,CNI,Central North Island,160.038,171.181,27.630,5.656,432,15.4,118,252,381,549,909,94.35
01/03/2014,31/03/2014,CNI,Central North Island,176.702,189.005,27.681,5.836,476,15.4,123,278,424,611,998,94.21
01/04/2014,30/04/2014,CNI,Central North Island,186.332,199.305,30.147,6.306,502,16.7,129,292,447,645,1056,94.37
01/05/2014,31/05/2014,CNI,Central North Island,224.958,240.621,33.803,6.952,605,19.5,131,341,534,786,1315,94.00
01/06/2014,30/06/2014,CNI,Central North Island,238.334,254.928,35.700,7.362,641,21.4,130,352,558,833,1427,94.14
01/07/2014,31/07/2014,CNI,Central North Island,268.098,286.765,37.419,7.616,720,23.2,136,393,628,939,1614,94.26
01/08/2014,31/08/2014,CNI,Central North Island,262.595,280.878,36.147,7.523,705,22.7,133,383,613,917,1582,94.14
01/09/2014,30/09/2014,CNI,Central North Island,225.914,241.644,33.779,7.039,605,20.2,128,337,531,784,1334,93.29
01/10/2014,31/10/2014,CNI,Central North Island,212.056,226.821,31.529,6.552,566,18.3,128,317,496,730,1240,93.80
01/11/2014,30/11/2014,CNI,Central North Island,195.388,208.993,31.066,6.282,521,17.4,121,294,458,672,1131,93.79
01/12/2014,31/12/2014,CNI,Central North Island,187.702,200.771,29.739,6.068,500,16.1,127,285,439,639,1070,91.76
01/01/2015,31/01/2015,CNI,Central North Island,173.863,185.968,27.257,5.603,463,15.0,127,272,410,589,976,93.21
01/02/2015,28/02/2015,CNI,Central North Island,158.703,169.753,27.249,5.559,423,15.1,116,247,374,538,889,93.12
01/03/2015,31/03/2015,CNI,Central North Island,177.669,190.040,27.332,5.714,473,15.3,123,276,422,608,993,93.03
01/04/2015,30/04/2015,CNI,Central North Island,192.708,206.126,30.594,6.398,513,17.1,132,299,458,661,1080,93.17
01/05/2015,31/05/2015,CNI,Central North Island,232.534,248.725,34.116,7.064,618,19.9,135,350,548,803,1343,93.39
01/06/2015,30/06/2015,CNI,Central North Island,253.992,271.676,37.315,7.551,675,22.5,135,372,590,879,1504,93.35
01/07/2015,31/07/2015,CNI,Central North Island,283.465,303.202,38.353,7.929,752,24.3,146,410,654,983,1689,93.37
01/08/2015,31/08/2015,CNI,Central North Island,269.495,288.259,36.680,7.610,715,23.1,140,391,622,933,1600,93.38
01/09/2015,30/09/2015,CNI,Central North Island,236.505,252.972,34.464,7.144,627,20.9,132,347,547,812,1388,93.32
01/10/2015,31/10/2015,CNI,Central North Island,207.671,222.130,31.121,6.421,550,17.7,132,311,483,708,1196,93.24
01/11/2015,30/11/2015,CNI,Central North Island,190.007,203.237,30.068,6.077,503,16.8,123,287,445,648,1079,93.19
01/12/2015,31/12/2015,CNI,Central North Island,184.325,197.159,28.367,5.887,488,15.7,135,284,432,624,1029,93.17
01/01/2016,31/01/2016,CNI,Central North Island,181.063,193.669,28.016,5.970,479,15.5,136,281,422,606,1018,94.22
01/02/2016,29/02/2016,CNI,Central North Island,168.774,180.525,27.853,5.744,447,15.4,125,260,392,564,952,94.48
01/03/2016,31/03/2016,CNI,Central North Island,180.728,193.311,27.719,5.789,478,15.4,131,278,422,609,1013,94.78
01/04/2016,30/04/2016,CNI,Central North Island,191.933,205.297,30.365,6.440,507,16.9,132,294,449,649,1080,94.39
01/05/2016,31/05/2016,CNI,Central North Island,218.887,234.128,32.988,6.804,578,18.7,132,328,509,744,1254,94.56
01/06/2016,30/06/2016,CNI,Central North Island,252.371,269.943,36.679,7.670,666,22.2,141,370,583,863,1469,94.74
01/07/2016,31/07/2016,CNI,Central North Island,281.708,301.322,38.219,8.066,742,23.9,148,404,642,964,1667,94.48
01/08/2016,31/08/2016,CNI,Central North Island,278.297,297.674,37.270,7.772,732,23.6,142,397,634,952,1650,94.38
01/09/2016,30/09/2016,CNI,Central North Island,235.368,251.756,34.713,7.274,619,20.6,135,345,542,801,1360,94.30
01/10/2016,31/10/2016,CNI,Central North Island,218.307,233.507,32.695,6.969,573,18.5,137,322,500,736,1255,93.14
01/11/2016,30/11/2016,CNI,Central North Island,191.612,204.954,30.311,6.349,503,16.8,129,286,440,644,1090,92.87
01/12/2016,31/12/2016,CNI,Central North Island,189.866,203.086,29.996,6.217,497,16.0,137,285,432,627,1063,91.54
01/01/2017,31/01/2017,CNI,Central North Island,180.229,192.778,28.436,5.922,472,15.2,136,278,415,596,990,95.26
01/02/2017,28/02/2017,CNI,Central North Island,163.218,174.582,27.798,5.690,426,15.2,120,249,376,539,895,95.09
01/03/2017,31/03/2017,CNI,Central North Island,179.977,192.508,27.574,5.794,470,15.2,124,274,418,603,987,95.16
01/04/2017,30/04/2017,CNI,Central North Island,190.896,204.188,29.978,6.390,498,16.6,131,291,444,641,1046,95.13
01/05/2017,31/05/2017,CNI,Central North Island,240.026,256.738,33.801,7.103,625,20.2,139,353,552,810,1358,95.13
01/06/2017,30/06/2017,CNI,Central North Island,263.707,282.069,38.142,7.835,686,22.9,144,378,597,892,1524,95.03
01/07/2017,31/07/2017,CNI,Central North Island,289.444,309.597,39.245,8.071,752,24.2,151,412,655,980,1674,94.99
01/08/2017,31/08/2017,CNI,Central North Island,266.630,285.195,36.283,7.620,692,22.3,139,381,602,899,1535,94.74
01/09/2017,30/09/2017,CNI,Central North Island,235.145,251.517,34.282,7.261,609,20.3,134,341,533,788,1338,94.43
01/10/2017,31/10/2017,CNI,Central North Island,214.372,229.298,31.913,6.767,555,17.9,136,314,486,714,1203,94.54
01/11/2017,30/11/2017,CNI,Central North Island,188.380,201.496,29.578,6.032,487,16.2,127,279,429,624,1043,94.34
01/12/2017,31/12/2017,CNI,Central North Island,182.090,194.769,28.552,5.827,470,15.2,132,273,412,597,998,92.17
01/01/2018,31/01/2018,CNI,Central North Island,182.611,195.326,28.279,5.918,472,15.2,134,278,417,598,987,94.47
01/02/2018,28/02/2018,CNI,Central North Island,166.176,177.746,28.179,5.948,429,15.3,119,250,378,545,906,94.82
01/03/2018,31/03/2018,CNI,Central North Island,180.913,193.509,27.635,5.956,467,15.1,127,272,414,597,984,95.71
01/04/2018,30/04/2018,CNI,Central North Island,197.099,210.823,29.720,6.431,508,16.9,131,294,451,654,1076,95.21
01/05/2018,31/05/2018,CNI,Central North Island,236.309,252.763,32.845,7.019,608,19.6,134,343,536,788,1327,94.95
01/06/2018,30/06/2018,CNI,Central North Island,280.457,299.984,38.857,8.075,721,24.0,146,394,627,939,1609,94.95
01/07/2018,31/07/2018,CNI,Central North Island,296.869,317.539,39.423,8.284,763,24.6,150,414,661,993,1711,95.08
01/08/2018,31/08/2018,CNI,Central North Island,275.787,294.989,36.743,7.781,708,22.8,141,387,615,919,1576,95.31
01/09/2018,30/09/2018,CNI,Central North Island,236.482,252.948,34.076,7.208,606,20.2,133,337,529,784,1335,95.17
01/10/2018,31/10/2018,CNI,Central North Island,208.318,222.822,31.402,6.431,533,17.2,131,301,467,685,1154,94.90
01/11/2018,30/11/2018,CNI,Central North Island,188.157,201.258,29.902,6.189,480,16.0,121,274,422,616,1033,94.52
01/12/2018,31/12/2018,CNI,Central North Island,185.363,198.269,29.143,6.213,472,15.2,134,274,414,601,1004,94.71
01/01/2019,31/01/2019,CNI,Central North Island,184.993,197.874,28.310,5.882,471,15.2,136,277,415,597,995,94.57
01/02/2019,28/02/2019,CNI,Central North Island,164.176,175.607,27.782,5.613,418,14.9,117,243,367,531,889,94.50
01/03/2019,31/03/2019,CNI,Central North Island,181.698,194.349,27.607,5.779,462,14.9,124,268,408,592,982,93.51
01/04/2019,30/04/2019,CNI,Central North Island,197.236,210.969,30.125,6.420,501,16.7,132,288,441,643,1075,94.13
01/05/2019,31/05/2019,CNI,Central North Island,235.180,251.555,34.003,7.130,597,19.3,136,335,524,775,1305,94.36
01/06/2019,30/06/2019,CNI,Central North Island,272.687,291.673,39.386,8.003,691,23.0,144,380,604,904,1539,92.69
01/07/2019,31/07/2019,CNI,Central North Island,288.255,308.325,39.305,8.128,730,23.6,148,400,635,953,1626,95.19
01/08/2019,31/08/2019,CNI,Central North Island,282.093,301.734,37.730,7.771,714,23.0,142,389,620,933,1599,94.30
01/09/2019,30/09/2019,CNI,Central North Island,250.850,268.316,36.024,7.547,634,21.1,135,345,545,819,1428,94.98
01/10/2019,31/10/2019,CNI,Central North Island,221.088,236.482,32.461,6.725,558,18.0,136,313,486,719,1222,94.96
01/11/2019,30/11/2019,CNI,Central North Island,185.223,198.120,29.711,6.020,467,15.6,123,266,408,597,1009,94.86
01/12/2019,31/12/2019,CNI,Central North Island,185.629,198.554,29.154,5.929,467,15.1,131,269,409,598,991,91.78
01/01/2020,31/01/2020,CNI,Central North Island,185.370,198.277,29.028,5.845,467,15.1,133,273,411,593,989,92.61
01/02/2020,29/02/2020,CNI,Central North Island,171.685,183.639,27.620,5.717,432,14.9,121,248,377,550,929,92.60
01/03/2020,31/03/2020,CNI,Central North Island,191.505,204.839,29.994,6.213,484,15.6,122,278,428,623,1033,92.99
01/04/2020,30/04/2020,CNI,Central North Island,213.508,228.373,39.641,8.057,540,18.0,107,305,481,705,1170,92.94
01/05/2020,31/05/2020,CNI,Central North Island,254.704,272.438,36.133,7.766,643,20.7,139,362,567,836,1405,92.94
01/06/2020,30/06/2020,CNI,Central North Island,271.712,290.630,39.866,8.069,686,22.9,148,382,600,892,1509,92.86
01/07/2020,31/07/2020,CNI,Central North Island,309.107,330.630,41.163,8.510,779,25.1,169,431,680,1014,1724,92.65
01/08/2020,31/08/2020,CNI,Central North Island,288.363,308.441,38.806,8.232,726,23.4,154,400,631,943,1613,92.68
01/09/2020,30/09/2020,CNI,Central North Island,247.337,264.558,35.549,7.436,621,20.7,144,345,540,803,1375,92.58
01/10/2020,31/10/2020,CNI,Central North Island,216.431,231.501,32.457,6.569,543,17.5,142,308,473,696,1175,92.48
01/11/2020,30/11/2020,CNI,Central North Island,189.110,202.277,31.082,6.162,474,15.8,123,269,414,608,1024,92.52
01/12/2020,31/12/2020,CNI,Central North Island,190.322,203.574,30.196,6.132,476,15.4,138,274,415,604,1019,93.21
01/01/2021,31/01/2021,CNI,Central North Island,191.550,204.887,30.065,6.301,479,15.5,140,279,417,601,1010,79.46
01/02/2021,28/02/2021,CNI,Central North Island,168.980,180.746,28.977,5.897,422,15.1,118,243,369,536,909,92.78
01/03/2021,31/03/2021,CNI,Central North Island,189.059,202.223,28.890,6.005,472,15.2,126,270,414,604,1016,92.76
01/04/2021,30/04/2021,CNI,Central North Island,203.387,217.548,31.592,6.651,507,16.9,140,292,444,648,1082,92.72
01/05/2021,31/05/2021,CNI,Central North Island,257.024,274.920,36.208,7.609,639,20.6,148,358,557,826,1398,92.48
01/06/2021,30/06/2021,CNI,Central North Island,277.352,296.664,39.543,8.195,688,22.9,163,385,601,890,1509,92.05
01/07/2021,31/07/2021,CNI,Central North Island,321.911,344.325,43.110,8.804,797,25.7,176,438,692,1036,1767,92.27
01/08/2021,31/08/2021,CNI,Central North Island,306.973,328.346,44.082,8.790,760,24.5,145,414,662,994,1695,92.27
01/09/2021,30/09/2021,CNI,Central North Island,267.932,286.587,39.522,8.187,662,22.1,134,363,573,855,1463,92.12
01/10/2021,31/10/2021,CNI,Central North Island,228.073,243.953,35.305,7.139,564,18.2,130,316,492,728,1237,94.37
01/11/2021,30/11/2021,CNI,Central North Island,193.410,206.877,32.361,6.300,477,15.9,116,270,417,613,1036,94.15
01/12/2021,31/12/2021,CNI,Central North Island,197.684,211.448,31.761,6.505,487,15.7,140,279,423,617,1050,94.09
01/01/2022,31/01/2022,CNI,Central North Island,196.794,210.496,31.764,6.361,485,15.6,142,282,422,612,1039,94.95
01/02/2022,28/02/2022,CNI,Central North Island,178.549,190.981,31.060,6.378,439,15.7,119,250,382,560,954,94.84
01/03/2022,31/03/2022,CNI,Central North Island,195.908,209.548,30.810,6.307,482,15.5,125,272,420,618,1047,94.76
01/04/2022,30/04/2022,CNI,Central North Island,203.650,217.830,32.489,6.821,500,16.7,136,284,436,641,1084,94.73
01/05/2022,31/05/2022,CNI,Central North Island,249.098,266.442,36.836,7.598,611,19.7,138,338,532,795,1353,94.69
01/06/2022,30/06/2022,CNI,Central North Island,285.227,305.087,42.166,8.413,699,23.3,152,382,607,914,1560,94.60
01/07/2022,31/07/2022,CNI,Central North Island,307.940,329.381,42.717,8.517,754,24.3,155,409,655,988,1688,94.60
01/08/2022,31/08/2022,CNI,Central North Island,290.834,311.083,40.044,8.144,711,22.9,143,385,618,933,1592,94.44
01/09/2022,30/09/2022,CNI,Central North Island,259.108,277.149,37.732,7.795,633,21.1,137,345,549,825,1412,94.34
01/10/2022,31/10/2022,CNI,Central North Island,232.077,248.235,35.170,7.042,566,18.3,139,314,491,732,1249,94.33
01/11/2022,30/11/2022,CNI,Central North Island,193.883,207.383,32.499,6.410,473,15.8,116,263,410,609,1039,94.28
01/12/2022,31/12/2022,CNI,Central North Island,199.738,213.645,32.942,6.604,487,15.7,133,275,422,623,1060,94.39
01/01/2023,31/01/2023,CNI,Central North Island,201.289,215.304,33.267,6.585,491,15.8,146,282,426,622,1057,94.21
01/02/2023,28/02/2023,CNI,Central North Island,176.214,188.483,33.446,6.308,429,15.3,116,241,371,548,937,94.11
01/03/2023,31/03/2023,CNI,Central North Island,196.935,210.647,33.244,6.457,479,15.5,125,268,415,616,1051,94.13
01/04/2023,30/04/2023,CNI,Central North Island,209.067,223.624,35.018,7.028,509,17.0,135,286,443,655,1110,94.41
01/05/2023,31/05/2023,CNI,Central North Island,255.924,273.743,38.434,7.687,622,20.1,136,342,542,813,1378,94.36
01/06/2023,30/06/2023,CNI,Central North Island,294.775,315.299,44.820,8.668,715,23.8,148,384,619,938,1608,94.42
01/07/2023,31/07/2023,CNI,Central North Island,316.840,338.900,46.052,8.854,767,24.7,158,412,663,1007,1732,94.37
01/08/2023,31/08/2023,CNI,Central North Island,320.533,342.851,43.990,8.586,776,25.0,147,409,669,1024,1767,94.33
01/09/2023,30/09/2023,CNI,Central North Island,245.282,262.360,39.400,7.514,593,19.8,131,321,513,775,1328,94.28
01/10/2023,31/10/2023,CNI,Central North Island,225.282,240.967,35.654,6.945,544,17.6,131,299,470,706,1209,94.28
01/11/2023,30/11/2023,CNI,Central North Island,199.675,213.578,34.353,6.519,482,16.1,116,264,416,624,1074,94.16
01/12/2023,31/12/2023,CNI,Central North Island,203.496,217.665,33.881,6.526,490,15.8,132,274,423,628,1079,94.20
01/01/2024,31/01/2024,CNI,Central North Island,205.810,220.140,34.151,6.512,496,16.0,148,283,428,628,1080,95.02
